tle_0	tle_1	norad_cat_num	status
1 01557U 65020 DD 80350.67034935  .00973609 +00000-0 +20324-1 0  9990	2 01557 056.0127 081.0944 0113986 262.3951 247.5505 15.38255914000004	n_01557	
1 01564U 65020 DL 81253.11788202  .31884906 +16443-4 +12552-1 0  9994	2 01564 055.9860 132.8849 0009827 245.0370 115.1666 16.23021676819832	n_01564	
1 01566U 65020 DN 79335.22013341  .00949699 +00000-0 +12237-1 0  9996	2 01566 055.7306 259.8268 0104647 033.9976 328.7064 15.52070221737995	n_01566	
1 01597U 65020 DX 88363.46781685  .15708073 +87000-5 +15867-1 0  9997	2 01597 055.9221 070.5543 0022152 065.0844 293.2371 16.09771678192103	n_01597	
1 01600U 65020 EA 78060.98539872  .01359182 +00000-0 +00000-0 0  9991	2 01600 055.7898 034.1304 0039353 171.0638 202.6928 15.70300484669760	n_01600	
1 01620U 65081  A 81259.89800352  .32370893 -11155-4 +95700-3 0  9996	2 01620 087.2543 301.8607 0019675 236.8579 123.2874 16.43155965829048	n_01620	
1 01625U 65081  B 87331.45294117  .55415601 +66343-5 +40151-3 0  9997	2 01625 087.2404 234.5397 0010258 246.1345 113.9163 16.53016270166766	n_01625	
1 01640U 65082  B 82237.45409809  .21158686 -14748-4 +24888-2 0  9991	2 01640 032.1212 280.0358 0001089 197.1573 162.8896 16.35492791906755	n_01640	
1 01643U 65082  E 89359.50017958  .13313864 -32000-5 +60208-2 0  9992	2 01643 032.4621 050.2967 0008628 098.1992 261.6164 16.20826169291846	n_01643	
1 01644U 65082  F 80226.84811283  .05711689 -13415-5 +95145-2 0  9992	2 01644 032.4927 135.3498 0018340 246.1171 110.6164 16.01451273790268	n_01644	
1 01645U 65082  G 78363.96689104  .00103692 +00000-0 +00000-0 0  9998	2 01645 032.6281 286.6452 0013652 050.1610 310.0234 15.22965841712492	n_01645	
1 01647U 65082  J 89319.15294302  .03868488 +00000-0 +14192-1 0  9998	2 01647 032.1079 329.8538 0019787 156.1706 203.9888 15.86828424275738	n_01647	
1 01649U 65082  L 79288.05280185  .05127741 +00353-6 +08649-3 0  9998	2 01649 033.0382 212.1191 0001419 302.8592 057.1977 16.05424690755394	n_01649	
1 01650U 65082  M 79280.14324006  .01066140 +00000-0 +08921-2 0  9999	2 01650 032.5681 294.9717 0020795 148.4328 211.8849 15.48979092743653	n_01650	
1 01651U 65082  N 91026.30603802  .07941117 +00000-0 +19727-1 0  9991	2 01651 032.1127 004.6975 0017114 168.5179 191.6967 15.94434263318803	n_01651	
1 01652U 65082  P 79071.46408704  .03601223 +00000-0 +40460-1 0  9994	2 01652 033.2536 142.3960 0045446 059.2409 301.1454 15.60253959710725	n_01652	
1 01654U 65082  R 79284.96442113  .02034221 +00000-0 +02305-2 0  9993	2 01654 032.4578 164.9940 0019925 297.8026 062.0796 15.76192474752583	n_01654	
1 01656U 65082  T 81326.48839527  .08943673 -15418-5 +15604-1 0  9997	2 01656 031.8895 012.0173 0011357 103.1100 256.6454 16.00871556843670	n_01656	
1 01662U 65082  Z 89243.65357204  .11587779 +43151-5 +36757-2 0  9998	2 01662 032.0622 269.9237 0003384 149.2193 211.0434 16.25198328273593	n_01662	
1  1663U 65082AA  02123.84764617 +.08302249 +00000-0 +28330-1 0  9993	2 1663 032.3103 356.3663 0025218 221.9212 139.9812 15.83901258864798	n_01663	
1 01664U 65082AB  98196.03806001 +.14610425 -20507-5 +17357-2 0  9997	2 01664 032.3875 111.0274 0000173 342.8739 017.1363 16.35406571766121	n_01664	
1 01665U 65082 AC 80364.27780780  .00278991 +00000-0 +52627-2 0  9999	2 01665 031.8383 340.5382 0004641 152.6553 207.4269 15.47459262808554	n_01665	
1 01666U 65082 AD 79113.79906218  .00577420 +00000-0 +00000-0 0  9998	2 01666 032.0359 018.4571 0017957 263.2816 096.5778 15.41210421719275	n_01666	
1 01667U 65082 AE 82091.50373392  .06531880 +00000-0 +37683-1 0  9992	2 01667 031.9377 135.4955 0025517 137.0077 223.3381 15.77048446847770	n_01667	
1 01670U 65082 AH 89056.34471220  .08165924 -57000-5 +21053-2 0  9992	2 01670 032.0537 039.9427 0002704 188.0431 172.3167 16.27551591267844	n_01670	
1 01673U 65082AL  02017.64012242  .01853409  00000-0  35625-2 0  9992	2 01673 031.9755 207.3796 0013627 349.9608 010.1123 15.99092070926806	n_01673	
1 01675U 65082 AN 79087.68445392  .00858948 +00000-0 +00000-0 0  9994	2 01675 033.2333 213.7147 0005156 100.0446 266.7599 15.55685331722855	n_01675	
1 01676U 65082AP  04310.48207458 +.02315332 +81009-2 +13621-2 0  9991	2 01676 032.3135 358.4207 0003026 153.0436 207.1675 16.19495876097719	n_01676	
1 01677U 65082 AQ 90171.97977098 -.07883781 +1983700 +44382-2 0  9999	2 01677 032.1534 051.2553 0006166 267.9472 091.2463 16.17710293335168	n_01677	
1 01678U 65082 AR 80146.94021791  .35365530 -41400-5 +21019-2 0  9995	2 01678 032.1340 075.2107 0023544 233.1201 126.7332 16.19710896770926	n_01678	
1 01679U 65082 AS 80144.20776459  .14073188 -20575-5 +14476-1 0  9991	2 01679 032.2384 162.0598 0019742 146.4292 213.7758 16.09083826774126	n_01679	
1 01681U 65082 AU 91224.68625278  .04840219 -14400-4 +12132-2 0  9992	2 01681 032.1422 074.7078 0006590 316.5034 045.9553 16.27799233396779	n_01681	
1 01685U 65082AY  14090.54860890  .04923074  00000-0  12777-2 0  9990	2 01685 032.2631 181.7367 0001795 281.5880 078.5523 16.27456247616081	n_01685	
1 01686U 65082AZ  97058.10580273  .09770331 -19396-5  10695-2 0  9994	2 01686 032.4670 007.3879 0000010 091.0981 268.9722 16.36155030679792	n_01686	
1 01687U 65082BA  03042.76270743  .11362114 -24933-5  40344-2 0  9991	2 01687 031.9988 122.4985 0003916 057.4939 302.6132 16.23866942971910	n_01687	
1 01688U 65082 BB 81121.08657163  .57220615 -12110-4 +30779-1 0  9998	2 01688 032.5704 121.6382 0005004 128.4626 231.6526 16.30475359081992	n_01688	
1 01689U 65082 BC 78350.22476733  .00822861 +00000-0 +00000-0 0  9999	2 01689 032.6597 030.6597 0007479 111.3172 248.8281 15.54745156706617	n_01689	
1 01690U 65082 BD 81161.17318928  .12644868 -10121-4 +19537-2 0  9999	2 01690 032.3468 081.6183 0007637 253.5439 106.5624 16.32794058845911	n_01690	
1 01693U 65082BG  05365.94151551 +.03538186 -18791-5 +81154-3 0  9998	2 01693 032.4306 209.3939 0009196 346.5083 017.9152 16.28699054162822	n_01693	
1 01695U 65082 BJ 89084.28146199  .01599274 +00000-0 +74540-2 0  9990	2 01695 032.3472 065.2646 0015847 207.1502 152.6864 15.81999383244856	n_01695	
1 01697U 65082 BL 77360.42536836  .00529931 +00000-0 +00000-0 0  9993	2 01697 032.0380 082.1963 0009435 139.9140 220.2209 15.89774173670101	n_01697	
1 01709U 65082 BQ 82096.18630603  .06287420 -13502-5 +82596-2 0  9998	2 01709 032.5691 103.5199 0004593 191.8331 167.0832 16.05700624879495	n_01709	
1 01712U 65082 BT 81258.88777006  .26039095 -21852-5 +26687-1 0  9997	2 01712 032.2228 090.1041 0017024 324.4968 035.7677 16.09255614830170	n_01712	
1 01715U 65082 BW 93035.58873175  .16645577 -17200-4 +16737-2 0  9991	2 01715 031.8604 279.8610 0007712 268.9795 092.7859 16.36785460461001	n_01715	
1 01718U 65082 BZ 81152.62285090  .03144417 +00000-0 +14622-1 0  9997	2 01718 032.1411 266.9826 0011866 083.1794 276.9691 15.82135054819141	n_01718	
1 01719U 65082 CA 81060.72973768  .08519612 +00000-0 +29841-1 0  9990	2 01719 031.9481 186.7492 0021604 041.5437 318.1292 15.87687488807519	n_01719	
1 01721U 65082CC  00183.04089130 +.12908674 -18117-5 +50480-2 0  9999	2 01721 032.5198 201.6422 0000384 238.2092 121.6877 16.22734849846038	n_01721	
1 01723U 65082 CE 78303.48216232  .01801524 +00000-0 +10642-1 0  9998	2 01723 032.1241 072.2219 0022062 341.4331 018.5512 15.72128016704299	n_01723	
1 01725U 65082CG  97100.92162438  .04010796  25793-1  51654-2 0  9995	2 01725 032.2676 296.1470 0006428 346.8238 013.2585 16.09298781643059	n_01725	
1 01746U 65082 CH 78085.75372082  .00294069 +00000-0 +00000-0 0  9991	2 01746 032.4056 263.1025 0000696 321.5127 038.5469 15.39773846669662	n_01746	
1 01747U 65082 CJ 80229.54898828  .02866605 +00000-0 +21324-1 0  9999	2 01747 031.8854 325.4217 0008180 061.6921 299.2464 15.71672792778214	n_01747	
1 01748U 65082 CK 91148.60233807  .03450814 +00000-0 +29232-1 0  9997	2 01748 032.2800 243.4724 0026563 054.3776 305.7728 15.68129481293187	n_01748	
1 01749U 65082 CL 79338.24463678  .02634868 +00000-0 +11618-1 0  9997	2 01749 031.8955 308.1812 0014606 128.3067 231.8928 15.83194094006824	n_01749	
1 01751U 65082 CN 79286.63318505  .01480434 +00000-0 +02346-2 0  9999	2 01751 032.7065 014.2456 0016058 108.0844 252.1594 15.68826103751557	n_01751	
1 01752U 65082 CP 80343.23067391  .00703662 -33038-5 +38010-3 0  9997	2 01752 032.0074 343.8092 0010433 171.1907 188.8976 16.18474712820490	n_01752	
1 01753U 65082 CQ 90118.97698503  .16353150 +00000-0 +12453-1 0  9993	2 01753 032.1886 346.1488 0007961 282.6756 077.1470 15.96619335293568	n_01753	
1 01755U 65082 CS 81108.21287799  .01786262 +00000-0 +28827-1 0  9992	2 01755 031.9409 110.7272 0002583 257.4865 102.4690 15.51882078812740	n_01755	
1 01756U 65082 CT 87256.02245673  .07382711 -18217-5 +93301-2 0  9999	2 01756 032.0448 145.2560 0010551 285.1413 074.8180 16.06209792152188	n_01756	
1 01757U 65082 CU 81125.18619098  .32239115 +00000-0 +10000+1 0  9997	2 01757 032.2914 078.8770 0012214 199.0838 160.9274 15.90947202842617	n_01757	
1 01759U 65082 CW 80294.39239696  .05297470 -13009-5 +88261-2 0  9993	2 01759 032.1562 327.1705 0009134 183.1261 177.0758 16.01707412807860	n_01759	
1 01761U 65082 CY 89305.99658629  .13514568 +00000-0 +38336-1 0  9992	2 01761 032.4282 157.8901 0029034 284.2930 075.4773 15.91453857229458	n_01761	
1 01764U 65082 DB 77252.81266943  .00573770 +00000-0 +41228-2 0  9999	2 01764 032.8554 064.4785 0012892 033.8555 326.2929 15.70883398640962	n_01764	
1 01769U 65082 DG 81311.16692115  .15190258 +00000-0 +54941-1 0  9994	2 01769 032.0442 269.1448 0029945 172.5651 187.5859 15.86681266823544	n_01769	
1 01770U 65082 DH 79251.67882130  .04358618 -22718-5 +33679-2 0  9996	2 01770 032.2508 357.7321 0011810 045.1698 315.7385 16.13573417758234	n_01770	
1 01808U 65098D   02266.68222736  .28286011 -67639-6  46328-2 0  9998	2 01808 079.7110 117.6749 0019970 251.1816 108.7176 16.32808479732571	n_01808	
1 01819U 65082 DJ 79137.19244456  .00373162 +00000-0 +00000-0 0  9994	2 01819 031.5495 085.8240 0014540 038.0640 322.1014 15.36488317722381	n_01819	
1 01820U 65082 DK 81088.64041318  .08812977 +00000-0 +43874-1 0  9993	2 01820 033.1304 184.7202 0029294 051.8270 308.3866 15.80123029802421	n_01820	
1 01822U 65082DM  03336.45882631  .13493652 -24141-5  78357-3 0  9990	2 01822 032.1430 010.1640 0000727 239.5483 120.5257 16.41482216 67853	n_01822	
1 01825U 65082 DQ 89179.14373032  .01431248 +00000-0 +79230-2 0  9990	2 01825 032.6004 104.0487 0018908 251.7459 108.1175 15.78197713257754	n_01825	
1 01827U 65082 DS 80363.96011184  .04864794 -22889-5 +37170-2 0  9996	2 01827 032.3162 242.4404 0011615 311.1616 049.0737 16.13739655826675	n_01827	
1 01828U 65082 DT 78352.35288686  .00628553 +00000-0 +00000-0 0  9990	2 01828 032.1688 351.7753 0000000 008.2247 356.9219 15.71045949716872	n_01828	
1 01830U 65082 DV 91162.18058342  .00986642 +00000-0 +42256-2 0  9999	2 01830 032.2724 129.4166 0002529 217.8986 142.1556 15.83980169368980	n_01830	
1 01832U 65082DX  99352.57121022 +.34803779 -26033-5 +19910-2 0  9996	2 01832 032.0181 087.8379 0011818 261.5402 098.3619 16.41266025849349	n_01832	
1 01836U 65082 EB 93106.87808164  .04318244 -13999-4 +80386-3 0  9990	2 01836 032.1857 011.8223 0003486 272.6476 090.3188 16.31008425471773	n_01836	
1 01843U 65106A   02046.68589120  .25347173  79088-5  12873-3 0  9998	2 01843 064.9049 169.0385 0008124 302.3837 241.1127 16.55303738975586	n_01843	
1 01844U 65106B   99335.05722394  .22747212  77679-5  25691-3 0  9990	2 01844 064.9329 273.1338 0008031 256.1881 103.8757 16.49860232861223	n_01844	
1  1857U 65082EQ  16253.71948730 +.08240958 -26670-5 +14368-2 0  9995	2 1857 031.8648 037.1624 0006956 345.3539 014.6948 16.31608500723996	n_01857	
1 01861U 65082 ED 89353.02841940  .02714679 +00000-0 +10292-1 0  9994	2 01861 032.3360 241.9218 0010855 271.5017 088.3002 15.86401916276911	n_01861	
1 01868U 65112  A 90002.00008690  .12781042 +53600-4 +43498-3 0  9996	2 01868 056.0258 191.5649 0003773 264.6470 095.8689 16.44483006319841	n_01868	
1 01869U 65112  B 82165.91269580  .35904255 +54808-4 +59848-3 0  9990	2 01869 055.9857 045.4503 0013012 309.2813 051.6653 16.46975639900673	n_01869	
1 01870U 65108  B 73365.72780178  .00000000 +00000-0 +00000-0 0  9990	2 01870 026.4304 164.3556 6014364 063.2935 345.2162 04.09599566000005	n_01870	
1 01881U 65082 EW 89005.95207390  .04692200 -41000-5 +18247-2 0  9994	2 01881 032.0634 280.7082 0005483 262.0733 099.2281 16.22749121261171	n_01881	
1 01884U 65082 EZ 90284.59483013  .02811307 +00000-0 +64889-2 0  9997	2 01884 031.8857 023.7945 0008957 071.2348 288.6878 15.95981822335995	n_01884	
1 01887U 65082 FC 79119.03240554  .00427687 +00000-0 +00000-0 0  9999	2 01887 032.0701 058.4778 0018954 297.4396 077.2183 15.72941826741965	n_01887	
1 01898U 65082 FP 83310.16947601  .02285627 +00000-0 +69345-2 0  9997	2 01898 031.9012 244.1302 0014938 244.6672 111.4245 15.90717573949933	n_01898	
1 01913U 65082 FX 79263.29378936  .01818406 -11664-5 +31233-2 0  9995	2 01913 032.2743 322.7094 0002031 321.2172 038.8361 16.01271371761673	n_01913	
1 01914U 65082 FY 79312.88499919  .00339934 +00000-0 +21049-1 0  9993	2 01914 032.9970 193.1109 0030839 045.2613 315.0594 15.08546106745004	n_01914	
1 01916U 65082 GA 81030.85757775  .05583766 -32787-5 +40413-2 0  9998	2 01916 031.5104 234.3596 0008600 292.5350 067.6402 16.14569211711454	n_01916	
1 01917U 65082 GB 82096.75796803  .04970863 -15922-4 +12451-2 0  9995	2 01917 031.8646 326.8507 0012575 318.4031 036.5195 16.27612500896876	n_01917	
1 01918U 65082 GC 78271.02581116  .00439079 +00000-0 +00000-0 0  9991	2 01918 031.7034 202.0083 0002611 190.2660 175.7542 15.30907387691222	n_01918	
1 01919U 65082 GD 78328.14227749  .01219426 +00000-0 +00000-0 0  9990	2 01919 032.2121 328.8199 0016026 282.3599 079.0326 15.77659033722471	n_01919	
1 01920U 65082 GE 80034.37520941  .02292224 +00000-0 +85944-2 0  9994	2 01920 032.6412 057.1022 0019820 165.8668 194.2569 15.81155678767811	n_01920	
1 01922U 65082 GG 79054.01492651  .01634907 +00000-0 +17076-1 0  9990	2 01922 031.7088 297.4316 0029724 286.8427 072.8952 15.57675222717860	n_01922	
1 01929U 65082 GP 82100.88891045  .19172104 -15734-5 +26131-1 0  9991	2 01929 032.1571 285.1097 0006319 336.5943 028.7997 16.05079666880088	n_01929	
1 01932U 65072F   09217.59815042  .04701915  30233-5  34404-3 0  9999	2 01932 098.3050 262.7542 0040553 102.7228 260.1933 16.35130658297694	n_01932	
1 01934U 65101  C 81343.57134248  .05581372 -51993-7 +11590-1 0  9996	2 01934 076.3846 035.0773 0021153 298.2571 062.1738 15.98568207850858	n_01934	
1 01935U 65101  D 80315.24495067  .07474429 +45127-6 +52136-2 0  9996	2 01935 075.1658 138.2632 0011156 117.4360 241.8762 16.16088852797685	n_01935	
1 01937U 65112Q   00302.15320232 +.08279352 +12172-4 +11019-3 0  9996	2 01937 055.8840 186.9099 0004717 323.4793 038.9694 16.49067670919198	n_01937	
1  1944U 65098E   01311.42232750 +.13920278 -53944-6 +62614-2 0  9992	2 1944 079.6672 260.5527 0019185 076.3663 277.8505 16.21631619932115	n_01944	
1 01957U 65082 GS 79015.98327018  .00675325 +00000-0 +00000-0 0  9991	2 01957 032.4206 237.4620 0010912 315.4204 044.5568 15.56003812713898	n_01957	
1 01958U 65082 GT 79118.27275402  .00436601 +00000-0 +00000-0 0  9999	2 01958 031.0525 137.2298 0012627 235.6317 076.0398 15.60396792726868	n_01958	
1 01960U 65082 GV 82081.82969095  .00565670 +43420-1 +11008-1 0  9998	2 01960 031.8583 292.1260 0018654 314.8496 045.0772 15.96969200873322	n_01960	
1 01962U 65082GX  00015.86428447 +.50738976 -27388-5 +96316-2 0  9994	2 01962 031.8698 330.4981 0002840 214.7818 145.6202 16.30816642813434	n_01962	
1 01963U 65082 GY 94319.86653349  .02801674 -33370-5 +10883-2 0  9992	2 01963 032.0371 134.5528 0009552 009.3645 351.2418 16.22668414567544	n_01963	
1 01967U 65030  D 79017.55164920  .00039330 +00000-0 +21541-2 0  9996	2 01967 064.3726 052.0268 7456589 219.8145 050.5104 02.09597786102821	n_01967	
1 01973U 65082 HF 81125.06645088  .00440694 +00000-0 +31147-2 0  9990	2 01973 031.9116 025.1276 0008344 102.4019 257.7595 15.71634582845393	n_01973	
1 01974U 65082 HG 81062.36610483  .03442155 +00000-0 +99867-2 0  9995	2 01974 031.7335 081.6237 0010485 183.9298 176.5949 15.91679023823906	n_01974	
1 01975U 65082 HH 81142.35616516  .06160856 +00000-0 +14897-1 0  9994	2 01975 031.9745 151.2338 0013946 122.3154 237.9820 15.95022288819086	n_01975	
1 01976U 65082 HJ 82104.10700153  .07297107 -26782-5 +65678-2 0  9994	2 01976 031.8158 032.0352 0011618 246.5087 113.3158 16.11368887881801	n_01976	
1 01977U 65082 HK 82193.94369265  .05918286 +00000-0 +14468-1 0  9995	2 01977 031.2621 040.2269 0016371 345.4452 023.8752 15.94739655864390	n_01977	
1 01978U 65082 HL 80063.64733665  .01551689 +00000-0 +12644-1 0  9996	2 01978 032.4669 205.6614 0016311 043.4526 316.7661 15.69372596768247	n_01978	
1 01981U 65082HP  14045.75580257  .01481817  15313-2  13128-2 0  9995	2 01981 032.3938 216.1297 0011134 341.1769 133.4676 16.12015452617481	n_01981	
1 01986U 65082 HS 79328.69494808  .00166929 +00000-0 +13900-1 0  9999	2 01986 031.8978 193.0246 0038818 010.4022 349.7426 14.97222107742467	n_01986	
1 01992U 65082 HY 80316.41383990 -.06394042 +90447-0 +22696-1 0  9996	2 01992 031.8928 339.4840 0009990 151.1310 214.7933 15.99549747802306	n_01992	
1 01993U 65082 HZ 80089.48410327  .06590370 -23508-5 +66378-2 0  9993	2 01993 031.9322 194.6758 0008379 096.5818 263.5820 16.09772298779806	n_01993	
1 01994U 63047  J 89210.45899310 -.11469160 +2093400 +86755-2 0  9991	2 01994 030.4889 238.2903 0019406 035.3426 319.5789 16.08468049295360	n_01994	
1 01995U 65032  C 90011.34079787  .03988898 +00000-0 +17131-1 0  9993	2 01995 041.0796 009.0930 0010006 162.5545 197.6628 15.84021302250988	n_01995	
1 01996U 65096D   04333.04172280  .02687051  87357-2  33242-2 0  9995	2 01996 034.2042 278.7848 0014571 189.7487 170.3235 16.08619253983077	n_01996	
1 01997U 66009  A 69268.31757890  .02419627 +00000-0 +00000-0 0  9999	2 01997 082.0636 155.8644 0000010 204.1354 155.9882 16.27392762203273	n_01997	
1 02004U 66009  C 66320.06965030  .02852731 +20099-1 +00000-0 0  9992	2 02004 082.0421 202.7124 0015110 172.8123 187.2992 16.04282792042808	n_02004	
1 02010U 61015 HU 80125.19304229  .03266726 +00000-0 +31866-1 0  9999	2 02010 066.4204 047.1787 0020192 194.9279 165.0115 15.65659607807213	n_02010	
1 02013U 65093C   09063.56474054  .03904736  10393-4  63719-3 0  9993	2 02013 059.5987 223.4910 0011915 328.6631 036.1665 16.32709926316112	n_02013	
1 02023U 66013  F 91195.21969015  .03177852 +00000-0 +96897-2 0  9995	2 02023 034.0204 135.5989 0033553 070.8313 291.7482 15.89854978211790	n_02023	
1 02042U 65082 JC 79313.33497938  .00987454 +00000-0 +17235-1 0  9994	2 02042 031.4542 305.0109 0007286 089.1956 271.0070 15.49650848753718	n_02042	
1 02044U 65082 JE 80318.46507517  .01685730 +00000-0 +20930-1 0  9991	2 02044 032.5023 002.3903 0011807 116.4365 243.7967 15.58889533795359	n_02044	
1 02051U 65082 JM 81258.73392001  .10062618 -23418-5 +79573-2 0  9999	2 02051 032.2423 043.3880 0013426 343.0051 015.2752 16.13194200854189	n_02051	
1 02079U 65082 JS 83098.69455721  .01572588 +00000-0 +30704-2 0  9998	2 02079 031.8316 334.2348 0007149 326.3457 042.4743 15.99000139941599	n_02079	
1 02082U 65082 JV 79089.52342421  .00262682 +00000-0 +00000-0 0  9995	2 02082 031.4701 218.2289 0011160 092.9846 267.2052 15.08975362723382	n_02082	
1 02083U 65082 JW 89170.37858164  .04871139 +00000-0 +29105-1 0  9992	2 02083 030.9960 180.7320 0012486 098.6148 261.4099 15.76629647245904	n_02083	
1 02084U 65082 JX 81238.30245673  .03146872 +00000-0 +12929-1 0  9992	2 02084 032.0152 223.7881 0006268 320.0175 039.6411 15.84814887848200	n_02084	
1 02085U 66008C   02239.04276198  .03860625  26313-5  81588-3 0  9991	2 02085 097.6499 068.3233 0020271 227.2198 279.2145 16.30244619966365	n_02085	
1 02086U 65109C   04044.21406165  .04294183  28757-1  88969-2 0  9997	2 02086 089.0653 325.8383 0019872 160.7118 199.5022 16.02628852971850	n_02086	
1 02087U 61015 HV 79051.96110648  .00629397 +00000-0 +17684-1 0  9990	2 02087 065.7310 249.2836 0027307 043.0667 317.2606 15.35927022952849	n_02087	
1 02101U 65082 JZ 80352.59121214  .27037997 +00000-0 +15250+0 0  9994	2 02101 032.7417 096.1450 0028173 024.8096 335.2491 15.77452556799059	n_02101	
1  2129U 66026B   02130.80350191 +.33650100 +30641-5 +43769-3 0  9996	2 2129 098.1362 238.7780 0014147 284.4823 205.7739 16.48623635924628	n_02129	
