tle_0	tle_1	lat	lon	norad_cat_num	satellite_name	ownership	launch_date	satellite_decay	satellite_decay_hour	rcs
1 14833U 80089 BV 85252.56587979  .09276304 +70337-5 +61801-2 0  9996	2 14833 064.9376 261.9769 0012680 244.7727 114.7392 16.16409657144962	40.38838388314612	-156.44277818423075	14833	COSMOS 1220 DEB         	CIS  	1980-11-04	1985-09-09	1985-09-13 05:02:00	  0.0668
1 14833U 80089 BV 85252.56587979  .09276304 +70337-5 +61801-2 0  9996	2 14833 064.9376 261.9769 0012680 244.7727 114.7392 16.16409657144962	53.49124803216933	-141.70082572875538	14833	COSMOS 1220 DEB         	CIS  	1980-11-04	1985-09-09	1985-09-13 05:06:00	  0.0668
1 14834U 70089 CX 84128.23628043  .04183466 +38225-4 +78461-3 0  9990	2 14834 062.7996 333.8872 0023663 141.6331 220.6156 16.30695326011111	-2.054477146440465	-44.382241377662695	14834	COSMOS 374 DEB          	CIS  	1970-10-23	1984-05-08	1984-05-13 08:00:00	  0.3100
1 14834U 70089 CX 84128.23628043  .04183466 +38225-4 +78461-3 0  9990	2 14834 062.7996 333.8872 0023663 141.6331 220.6156 16.30695326011111	5.449650844402264	-41.01985877757589	14834	COSMOS 374 DEB          	CIS  	1970-10-23	1984-05-08	1984-05-13 08:02:00	  0.3100
1 14834U 70089 CX 84128.23628043  .04183466 +38225-4 +78461-3 0  9990	2 14834 062.7996 333.8872 0023663 141.6331 220.6156 16.30695326011111	20.33963398975931	-33.855690432622445	14834	COSMOS 374 DEB          	CIS  	1970-10-23	1984-05-08	1984-05-13 08:06:00	  0.3100
1 14836U 70089 CZ 89096.24214032  .05190710 +00000-0 +19840-1 0  9992	2 14836 062.8303 147.9133 0050634 045.4398 314.1054 15.84922687384055	-12.042480695473316	-96.8168932961769	14836	COSMOS 374 DEB          	CIS  	1970-10-23	1989-04-07	1989-04-09 02:00:00	  0.0109
1 14836U 70089 CZ 89096.24214032  .05190710 +00000-0 +19840-1 0  9992	2 14836 062.8303 147.9133 0050634 045.4398 314.1054 15.84922687384055	-4.552979341294758	-93.37689584145666	14836	COSMOS 374 DEB          	CIS  	1970-10-23	1989-04-07	1989-04-09 02:02:00	  0.0109
1 14836U 70089 CZ 89096.24214032  .05190710 +00000-0 +19840-1 0  9992	2 14836 062.8303 147.9133 0050634 045.4398 314.1054 15.84922687384055	10.471024922182632	-86.59884150537862	14836	COSMOS 374 DEB          	CIS  	1970-10-23	1989-04-07	1989-04-09 02:06:00	  0.0109
1 14838U 70091 AT 89305.03461128  .20548009 +47000-5 +29249-1 0  9992	2 14838 062.2289 241.0629 0011285 146.8281 210.1614 16.04993553407276	-41.99443456458292	-178.91214711947006	14838	COSMOS 375 DEB          	CIS  	1970-10-30	1989-11-01	1989-11-01 15:00:00	  0.0151
1 14838U 70091 AT 89305.03461128  .20548009 +47000-5 +29249-1 0  9992	2 14838 062.2289 241.0629 0011285 146.8281 210.1614 16.04993553407276	-48.32719813281656	-171.4373246955915	14838	COSMOS 375 DEB          	CIS  	1970-10-30	1989-11-01	1989-11-01 15:02:00	  0.0151
1 14838U 70091 AT 89305.03461128  .20548009 +47000-5 +29249-1 0  9992	2 14838 062.2289 241.0629 0011285 146.8281 210.1614 16.04993553407276	-58.49422499542027	-149.4594288522696	14838	COSMOS 375 DEB          	CIS  	1970-10-30	1989-11-01	1989-11-01 15:06:00	  0.0151
1 14840U 68097 EC 88026.01533705  .09028769 +93879-5 +60972-2 0  9993	2 14840 062.1060 154.4575 0020585 034.2873 326.3830 16.15799330243819	-3.0344253041165277	-32.570122472326396	14840	COSMOS 252 DEB          	CIS  	1968-11-01	1988-01-26	1988-01-29 15:00:00	  0.0113
1 14840U 68097 EC 88026.01533705  .09028769 +93879-5 +60972-2 0  9993	2 14840 062.1060 154.4575 0020585 034.2873 326.3830 16.15799330243819	-10.467887304032658	-29.06996812649127	14840	COSMOS 252 DEB          	CIS  	1968-11-01	1988-01-26	1988-01-29 15:02:00	  0.0113
1 14840U 68097 EC 88026.01533705  .09028769 +93879-5 +60972-2 0  9993	2 14840 062.1060 154.4575 0020585 034.2873 326.3830 16.15799330243819	-25.12931439051451	-21.314107323928784	14840	COSMOS 252 DEB          	CIS  	1968-11-01	1988-01-26	1988-01-29 15:06:00	  0.0113
1 14841U 63047  S 90021.25291858  .06646685 +00000-0 +98773-1 0  9996	2 14841 030.4278 032.9314 0049484 191.8154 170.9299 15.52653398401362	-9.775938768465238	26.01407660503045	14841	ATLAS CENTAUR 2 DEB     	US   	1963-11-27	1990-01-22	1990-01-24 04:00:00	  0.0158
1 14841U 63047  S 90021.25291858  .06646685 +00000-0 +98773-1 0  9996	2 14841 030.4278 032.9314 0049484 191.8154 170.9299 15.52653398401362	-13.754312224133395	33.08059715051481	14841	ATLAS CENTAUR 2 DEB     	US   	1963-11-27	1990-01-22	1990-01-24 04:02:00	  0.0158
1 14841U 63047  S 90021.25291858  .06646685 +00000-0 +98773-1 0  9996	2 14841 030.4278 032.9314 0049484 191.8154 170.9299 15.52653398401362	-20.913965814045465	48.03461331934073	14841	ATLAS CENTAUR 2 DEB     	US   	1963-11-27	1990-01-22	1990-01-24 04:06:00	  0.0158
1 14842U 65082 UK 89252.69753091  .04797911 +00000-0 +25857-1 0  9992	2 14842 031.0558 036.6479 0032423 013.9887 010.5769 15.78222889409988	10.936797719800605	-178.21105552192492	14842	TITAN 3C TRANSTAGE DEB  	US   	1965-10-15	1989-09-11	1989-09-13 00:00:00	  0.0033
1 14842U 65082 UK 89252.69753091  .04797911 +00000-0 +25857-1 0  9992	2 14842 031.0558 036.6479 0032423 013.9887 010.5769 15.78222889409988	6.738091326131122	-171.31432664901791	14842	TITAN 3C TRANSTAGE DEB  	US   	1965-10-15	1989-09-11	1989-09-13 00:02:00	  0.0033
1 14842U 65082 UK 89252.69753091  .04797911 +00000-0 +25857-1 0  9992	2 14842 031.0558 036.6479 0032423 013.9887 010.5769 15.78222889409988	-1.9160106423875005	-157.82690235915547	14842	TITAN 3C TRANSTAGE DEB  	US   	1965-10-15	1989-09-11	1989-09-13 00:06:00	  0.0033
1 14843U 65082 UL 88114.46910168  .02188171 +00000-0 +94752-2 0  9995	2 14843 032.4924 230.2935 0011381 024.4736 327.9025 15.83653781350227	8.741799463027471	23.39831564349608	14843	TITAN 3C TRANSTAGE DEB  	US   	1965-10-15	1988-04-27	1988-04-30 07:00:00	  0.0107
1 14843U 65082 UL 88114.46910168  .02188171 +00000-0 +94752-2 0  9995	2 14843 032.4924 230.2935 0011381 024.4736 327.9025 15.83653781350227	4.293157664607004	30.094810690695002	14843	TITAN 3C TRANSTAGE DEB  	US   	1965-10-15	1988-04-27	1988-04-30 07:02:00	  0.0107
1 14843U 65082 UL 88114.46910168  .02188171 +00000-0 +94752-2 0  9995	2 14843 032.4924 230.2935 0011381 024.4736 327.9025 15.83653781350227	-4.734889050120177	43.324808565834246	14843	TITAN 3C TRANSTAGE DEB  	US   	1965-10-15	1988-04-27	1988-04-30 07:06:00	  0.0107
1 14844U 66013  N 88309.07464951  .02336533 +00000-0 +14221-1 0  9997	2 14844 033.9692 213.4923 0067709 235.8691 123.4393 15.73038249240993	-14.282355856414373	61.53657566685154	14844	DIAMANT DEB             	FR   	1966-02-17	1988-11-08	1988-11-11 02:00:00	  0.0095
1 14844U 66013  N 88309.07464951  .02336533 +00000-0 +14221-1 0  9997	2 14844 033.9692 213.4923 0067709 235.8691 123.4393 15.73038249240993	-9.819856031054773	68.3456254013831	14844	DIAMANT DEB             	FR   	1966-02-17	1988-11-08	1988-11-11 02:02:00	  0.0095
1 14844U 66013  N 88309.07464951  .02336533 +00000-0 +14221-1 0  9997	2 14844 033.9692 213.4923 0067709 235.8691 123.4393 15.73038249240993	-0.5114881608673665	81.46197917401709	14844	DIAMANT DEB             	FR   	1966-02-17	1988-11-08	1988-11-11 02:06:00	  0.0095
1 14845U 66013  P 89111.98962611  .04019805 +00000-0 +11043-1 0  9997	2 14845 033.9221 355.2326 0041170 201.4413 159.1583 15.91318686382674	23.426920475740094	91.65951990673783	14845	DIAMANT DEB             	FR   	1966-02-17	1989-04-23	1989-04-25 11:00:00	  0.0470
1 14845U 66013  P 89111.98962611  .04019805 +00000-0 +11043-1 0  9997	2 14845 033.9221 355.2326 0041170 201.4413 159.1583 15.91318686382674	19.62087440037865	99.25863811313226	14845	DIAMANT DEB             	FR   	1966-02-17	1989-04-23	1989-04-25 11:02:00	  0.0470
1 14845U 66013  P 89111.98962611  .04019805 +00000-0 +11043-1 0  9997	2 14845 033.9221 355.2326 0041170 201.4413 159.1583 15.91318686382674	11.06043012019336	113.36377788134149	14845	DIAMANT DEB             	FR   	1966-02-17	1989-04-23	1989-04-25 11:06:00	  0.0470
1 14847U 84025  C 84124.54258035  .03457239 +23923-5 +30830-2 0  9997	2 14847 070.3194 168.9615 0002651 038.7456 321.7452 16.12609757009011	15.181186553073248	-115.48370467517337	14847	COSMOS 1542 DEB         	CIS  	1984-03-07	1984-05-05	1984-05-06 15:00:00	  0.3100
1 14847U 84025  C 84124.54258035  .03457239 +23923-5 +30830-2 0  9997	2 14847 070.3194 168.9615 0002651 038.7456 321.7452 16.12609757009011	7.243095449681178	-113.0229651021362	14847	COSMOS 1542 DEB         	CIS  	1984-03-07	1984-05-05	1984-05-06 15:02:00	  0.3100
1 14847U 84025  C 84124.54258035  .03457239 +23923-5 +30830-2 0  9997	2 14847 070.3194 168.9615 0002651 038.7456 321.7452 16.12609757009011	-8.666627254795957	-108.2989057438319	14847	COSMOS 1542 DEB         	CIS  	1984-03-07	1984-05-05	1984-05-06 15:06:00	  0.3100
1 14848U 84025  D 85285.84892377  .08430875 +16288-4 +16099-3 0  9992	2 14848 070.3286 126.0649 0009407 258.1212 101.8760 16.46740182092375	4.382727057835258	6.281335231991213	14848	COSMOS 1542 DEB         	CIS  	1984-03-07	1985-10-13	1985-10-15 06:00:00	  2.3792
1 14848U 84025  D 85285.84892377  .08430875 +16288-4 +16099-3 0  9992	2 14848 070.3286 126.0649 0009407 258.1212 101.8760 16.46740182092375	12.307887332468026	8.681151652065989	14848	COSMOS 1542 DEB         	CIS  	1984-03-07	1985-10-13	1985-10-15 06:02:00	  2.3792
1 14848U 84025  D 85285.84892377  .08430875 +16288-4 +16099-3 0  9992	2 14848 070.3286 126.0649 0009407 258.1212 101.8760 16.46740182092375	28.033039542551197	14.174119556184474	14848	COSMOS 1542 DEB         	CIS  	1984-03-07	1985-10-13	1985-10-15 06:06:00	  2.3792
1 14851U 84025  E 84150.12791396  .29967507 +15503-4 +57446-2 0  9995	2 14851 070.3193 104.9015 0017879 209.6204 150.4017 16.31121916012876	49.59023671413532	-135.84031851520933	14851	COSMOS 1542 DEB         	CIS  	1984-03-07	1984-05-29	1984-05-30 01:00:00	  2.4900
1 14851U 84025  E 84150.12791396  .29967507 +15503-4 +57446-2 0  9995	2 14851 070.3193 104.9015 0017879 209.6204 150.4017 16.31121916012876	56.56707687581741	-128.3763560921111	14851	COSMOS 1542 DEB         	CIS  	1984-03-07	1984-05-29	1984-05-30 01:02:00	  2.4900
1 14851U 84025  E 84150.12791396  .29967507 +15503-4 +57446-2 0  9995	2 14851 070.3193 104.9015 0017879 209.6204 150.4017 16.31121916012876	67.6983488643085	-101.4448109117241	14851	COSMOS 1542 DEB         	CIS  	1984-03-07	1984-05-29	1984-05-30 01:06:00	  2.4900
1 14852U 84025  F 84147.89879866  .09320233 +16146-4 +66319-3 0  9996	2 14852 070.3171 102.1388 0009890 189.0747 171.0310 16.40507050012730	7.076139586269855	-95.14844883667203	14852	COSMOS 1542 DEB         	CIS  	1984-03-07	1984-05-29	1984-05-29 08:00:00	  0.4275
1 14852U 84025  F 84147.89879866  .09320233 +16146-4 +66319-3 0  9996	2 14852 070.3171 102.1388 0009890 189.0747 171.0310 16.40507050012730	-0.8762872837772782	-92.7935430448242	14852	COSMOS 1542 DEB         	CIS  	1984-03-07	1984-05-29	1984-05-29 08:02:00	  0.4275
1 14852U 84025  F 84147.89879866  .09320233 +16146-4 +66319-3 0  9996	2 14852 070.3171 102.1388 0009890 189.0747 171.0310 16.40507050012730	-16.7465685806445	-87.93501775232987	14852	COSMOS 1542 DEB         	CIS  	1984-03-07	1984-05-29	1984-05-29 08:06:00	  0.4275
1 14853U 83034  J 84151.29654897  .10754684 +12634-5 +67442-2 0  9999	2 14853 074.0783 248.9036 0017170 326.5259 034.7975 16.17299334062246	3.5524277045439407	18.927990982668586	14853	COSMOS 1453 DEB         	CIS  	1983-04-19	1984-05-30	1984-06-02 10:00:00	  0.1461
1 14853U 83034  J 84151.29654897  .10754684 +12634-5 +67442-2 0  9999	2 14853 074.0783 248.9036 0017170 326.5259 034.7975 16.17299334062246	-4.541341552722703	20.73786475422232	14853	COSMOS 1453 DEB         	CIS  	1983-04-19	1984-05-30	1984-06-02 10:02:00	  0.1461
1 14853U 83034  J 84151.29654897  .10754684 +12634-5 +67442-2 0  9999	2 14853 074.0783 248.9036 0017170 326.5259 034.7975 16.17299334062246	-20.684947863627645	24.616568674427064	14853	COSMOS 1453 DEB         	CIS  	1983-04-19	1984-05-30	1984-06-02 10:06:00	  0.1461
1 14854U 83034  K 84157.88217169  .16869213 +46162-5 +53566-2 0  9994	2 14854 073.9176 233.0866 0019530 306.3022 054.0775 16.25659515063269	-12.227633463494023	-84.157608952611	14854	COSMOS 1453 DEB         	CIS  	1983-04-19	1984-06-06	1984-06-07 16:00:00	  0.1500
1 14854U 83034  K 84157.88217169  .16869213 +46162-5 +53566-2 0  9994	2 14854 073.9176 233.0866 0019530 306.3022 054.0775 16.25659515063269	-20.291657033481847	-82.12348299513282	14854	COSMOS 1453 DEB         	CIS  	1983-04-19	1984-06-06	1984-06-07 16:02:00	  0.1500
1 14854U 83034  K 84157.88217169  .16869213 +46162-5 +53566-2 0  9994	2 14854 073.9176 233.0866 0019530 306.3022 054.0775 16.25659515063269	-36.26118743565255	-77.0389125920569	14854	COSMOS 1453 DEB         	CIS  	1983-04-19	1984-06-06	1984-06-07 16:06:00	  0.1500
1 14859U 82033 AU 84094.35773784  .04009240 +13280-4 +24526-2 0  9990	2 14859 051.6080 039.3768 0018171 112.3668 257.9526 16.16963095113119	-17.107974380197383	35.13507365662504	14859	SALYUT 7 DEB            	CIS  	1982-04-19	1984-04-04	1984-04-11 07:00:00	  0.3300
1 14859U 82033 AU 84094.35773784  .04009240 +13280-4 +24526-2 0  9990	2 14859 051.6080 039.3768 0018171 112.3668 257.9526 16.16963095113119	-10.617051805316567	40.20409513405542	14859	SALYUT 7 DEB            	CIS  	1982-04-19	1984-04-04	1984-04-11 07:02:00	  0.3300
1 14859U 82033 AU 84094.35773784  .04009240 +13280-4 +24526-2 0  9990	2 14859 051.6080 039.3768 0018171 112.3668 257.9526 16.16963095113119	2.586444722399616	49.78628704897678	14859	SALYUT 7 DEB            	CIS  	1982-04-19	1984-04-04	1984-04-11 07:06:00	  0.3300
1 14860U 82033 AV 84093.41920888  .06836848 +15527-4 +31283-2 0  9995	2 14860 051.6165 044.4352 0012510 187.5586 172.6703 16.20959731112964	-17.552247449855447	-130.7320883368485	14860	SALYUT 7 DEB            	CIS  	1982-04-19	1984-04-03	1984-04-06 20:00:00	  0.3100
1 14860U 82033 AV 84093.41920888  .06836848 +15527-4 +31283-2 0  9995	2 14860 051.6165 044.4352 0012510 187.5586 172.6703 16.20959731112964	-11.081671154738453	-125.65228540581325	14860	SALYUT 7 DEB            	CIS  	1982-04-19	1984-04-03	1984-04-06 20:02:00	  0.3100
1 14860U 82033 AV 84093.41920888  .06836848 +15527-4 +31283-2 0  9995	2 14860 051.6165 044.4352 0012510 187.5586 172.6703 16.20959731112964	2.1079163330632333	-116.06720773596756	14860	SALYUT 7 DEB            	CIS  	1982-04-19	1984-04-03	1984-04-06 20:06:00	  0.3100
1 14863U 82033 AY 84087.56141169  .01321329 +00000-0 +27126-2 0  9999	2 14863 051.6383 075.8200 0002391 261.8625 105.3417 15.98603796112028	-1.493114677449401	158.4332182517775	14863	SALYUT 7 DEB            	CIS  	1982-04-19	1984-04-03	1984-04-06 02:00:00	  0.3100
1 14863U 82033 AY 84087.56141169  .01321329 +00000-0 +27126-2 0  9999	2 14863 051.6383 075.8200 0002391 261.8625 105.3417 15.98603796112028	5.105724352709088	163.16582900692268	14863	SALYUT 7 DEB            	CIS  	1982-04-19	1984-04-03	1984-04-06 02:02:00	  0.3100
1 14863U 82033 AY 84087.56141169  .01321329 +00000-0 +27126-2 0  9999	2 14863 051.6383 075.8200 0002391 261.8625 105.3417 15.98603796112028	18.118579415076223	173.11144504229665	14863	SALYUT 7 DEB            	CIS  	1982-04-19	1984-04-03	1984-04-06 02:06:00	  0.3100
1 14864U 82033 AZ 84103.94215817  .03132185 +55757-4 +51205-3 0  9994	2 14864 051.6059 348.6061 0032136 206.7487 164.5142 16.30902343114648	21.486123930628263	-19.743677786560895	14864	SALYUT 7 DEB            	CIS  	1982-04-19	1984-04-14	1984-04-20 09:00:00	  0.3100
1 14864U 82033 AZ 84103.94215817  .03132185 +55757-4 +51205-3 0  9994	2 14864 051.6059 348.6061 0032136 206.7487 164.5142 16.30902343114648	27.660336610111113	-13.88236119559821	14864	SALYUT 7 DEB            	CIS  	1982-04-19	1984-04-14	1984-04-20 09:02:00	  0.3100
1 14864U 82033 AZ 84103.94215817  .03132185 +55757-4 +51205-3 0  9994	2 14864 051.6059 348.6061 0032136 206.7487 164.5142 16.30902343114648	38.90279383300625	0.3274324919820942	14864	SALYUT 7 DEB            	CIS  	1982-04-19	1984-04-14	1984-04-20 09:06:00	  0.3100
1 14874U 72058 JE 89278.45834807  .16143031 +11399-4 +39684-2 0  9997	2 14874 098.6602 264.2575 0009525 127.9305 228.1288 16.29146397431980	78.3244703070692	58.40149834724818	14874	DELTA 1 DEB             	US   	1972-07-23	1989-10-05	1989-10-07 04:00:00	  0.0562
1 14874U 72058 JE 89278.45834807  .16143031 +11399-4 +39684-2 0  9997	2 14874 098.6602 264.2575 0009525 127.9305 228.1288 16.29146397431980	71.57231604832384	37.59535902208241	14874	DELTA 1 DEB             	US   	1972-07-23	1989-10-05	1989-10-07 04:02:00	  0.0562
1 14874U 72058 JE 89278.45834807  .16143031 +11399-4 +39684-2 0  9997	2 14874 098.6602 264.2575 0009525 127.9305 228.1288 16.29146397431980	55.74378636383159	22.30511654607886	14874	DELTA 1 DEB             	US   	1972-07-23	1989-10-05	1989-10-07 04:06:00	  0.0562
1 14875U 72058 JF 92048.62906657  .02570716 +00000-0 +19927-1 0  9998	2 14875 098.4612 104.4068 0013744 343.2204 017.2329 15.71636416486548	45.650546034831535	-109.53146119088488	14875	DELTA 1 DEB             	US   	1972-07-23	1992-02-21	1992-02-24 04:00:00	  0.0300
1 14875U 72058 JF 92048.62906657  .02570716 +00000-0 +19927-1 0  9998	2 14875 098.4612 104.4068 0013744 343.2204 017.2329 15.71636416486548	53.85340173743633	-113.03105887630267	14875	DELTA 1 DEB             	US   	1972-07-23	1992-02-21	1992-02-24 04:02:00	  0.0300
1 14875U 72058 JF 92048.62906657  .02570716 +00000-0 +19927-1 0  9998	2 14875 098.4612 104.4068 0013744 343.2204 017.2329 15.71636416486548	69.78541561804344	-126.11877366574679	14875	DELTA 1 DEB             	US   	1972-07-23	1992-02-21	1992-02-24 04:06:00	  0.0300
1 14876U 72058JG  86351.52332656  .05511961 +14894-5 +61125-2 0  9999	2 14876 098.3654 193.2484 0007243 334.7218 027.3702 16.09465325215143	-4.5335308045199705	-86.32088012691578	14876	DELTA 1 DEB             	US   	1972-07-23	1986-12-18	1986-12-19 13:00:00	  0.0300
1 14876U 72058JG  86351.52332656  .05511961 +14894-5 +61125-2 0  9999	2 14876 098.3654 193.2484 0007243 334.7218 027.3702 16.09465325215143	3.8142811490663626	-88.0512197606793	14876	DELTA 1 DEB             	US   	1972-07-23	1986-12-18	1986-12-19 13:02:00	  0.0300
1 14876U 72058JG  86351.52332656  .05511961 +14894-5 +61125-2 0  9999	2 14876 098.3654 193.2484 0007243 334.7218 027.3702 16.09465325215143	20.501331888170192	-91.64260835835287	14876	DELTA 1 DEB             	US   	1972-07-23	1986-12-18	1986-12-19 13:06:00	  0.0300
1 14878U 72058 JJ 89227.76827849  .08786274 +00000-6 +24645-1 0  9999	2 14878 098.7637 164.4178 0027554 180.8608 179.0738 15.92815503406302	34.72439828749427	-93.05597940330361	14878	DELTA 1 DEB             	US   	1972-07-23	1989-08-16	1989-08-17 08:00:00	  0.0270
1 14878U 72058 JJ 89227.76827849  .08786274 +00000-6 +24645-1 0  9999	2 14878 098.7637 164.4178 0027554 180.8608 179.0738 15.92815503406302	26.385270065663963	-95.30417031955916	14878	DELTA 1 DEB             	US   	1972-07-23	1989-08-16	1989-08-17 08:02:00	  0.0270
1 14878U 72058 JJ 89227.76827849  .08786274 +00000-6 +24645-1 0  9999	2 14878 098.7637 164.4178 0027554 180.8608 179.0738 15.92815503406302	9.655300552249887	-99.18865599489632	14878	DELTA 1 DEB             	US   	1972-07-23	1989-08-16	1989-08-17 08:06:00	  0.0270
1 14882U 75004 HG 89182.43451219  .01534119 +00000-0 +62205-2 0  9997	2 14882 098.7015 005.6564 0022971 282.1958 073.7780 15.85739390397929	6.229211070227084	103.23085073816908	14882	DELTA 1 DEB             	US   	1975-01-22	1989-07-02	1989-07-10 23:00:00	  0.0055
1 14882U 75004 HG 89182.43451219  .01534119 +00000-0 +62205-2 0  9997	2 14882 098.7015 005.6564 0022971 282.1958 073.7780 15.85739390397929	14.539754950380889	101.41254509808496	14882	DELTA 1 DEB             	US   	1975-01-22	1989-07-02	1989-07-10 23:02:00	  0.0055
